Date,Open,High,Low,Close,Adj Close,Volume
2018-10-08,111.660004,112.029999,109.339996,110.849998,110.849998,29640600
2018-10-09,111.139999,113.080002,110.800003,112.260002,112.260002,26198600
2018-10-10,111.239998,111.500000,105.790001,106.160004,106.160004,61376300
2018-10-11,105.349998,108.930000,104.199997,105.910004,105.910004,63904300
2018-10-12,109.010002,111.239998,107.120003,109.570000,109.570000,47742100
2018-10-15,108.910004,109.480003,106.949997,107.599998,107.599998,32068100
2018-10-16,109.540001,111.410004,108.949997,111.000000,111.000000,31610200
2018-10-17,111.680000,111.809998,109.550003,110.709999,110.709999,26548200
2018-10-18,110.099998,110.529999,107.830002,108.500000,108.500000,32506200
2018-10-19,108.930000,110.860001,108.209999,108.660004,108.660004,32785500
2018-10-22,109.320000,110.540001,108.239998,109.629997,109.629997,26545600
2018-10-23,107.769997,108.970001,105.110001,108.099998,108.099998,43770400
2018-10-24,108.410004,108.489998,101.589996,102.320000,102.320000,63897800
2018-10-25,106.550003,109.269997,106.150002,108.300003,108.300003,61646800
2018-10-26,105.690002,108.750000,104.760002,106.959999,106.959999,55523100
2018-10-29,108.110001,108.699997,101.629997,103.849998,103.849998,55162000
2018-10-30,103.660004,104.379997,100.110001,103.730003,103.730003,65350900
2018-10-31,105.440002,108.139999,105.389999,106.809998,106.809998,51062400
2018-11-01,107.050003,107.320000,105.529999,105.919998,105.919998,33384200
2018-11-02,106.480003,107.320000,104.980003,106.160004,106.160004,37680200
2018-11-05,106.370003,107.739998,105.900002,107.510002,107.510002,27910600
